;ht;spd;rmse;rmse2;rmse3;di;rings
0;0.1;5.9634163508;0.0244961025126;0.547331673772;0.00806588755522;29.5278994189;11.0
1;0.2;6.56617258685;0.0438436439069;0.292515669179;0.00804203147712;37.6217373933;30.0
2;0.3;7.52650104494;0.0323097309608;0.266164131954;0.00629003503076;40.3158344086;30.0
3;0.4;8.41025925562;0.0204656863994;0.242811268788;0.00366997373107;41.9881530315;30.0
4;0.5;8.82221046215;0.0435502580328;0.244466269774;0.00814222476236;42.7382156326;30.0
5;0.6;9.00046932717;0.0565855144547;0.232099311344;0.0108867356778;42.935834012;30.0
6;0.7;8.92567263348;0.0628236496414;0.250680462352;0.0129131098755;43.559301156;26.0
7;0.8;8.95918924889;0.0380317895828;0.258109495053;0.00816882956929;41.8012370465;27.0
8;0.9;8.76854366106;0.0267121292281;0.265794899133;0.00552592475613;42.1196450088;30.0
9;1.0;8.68641394934;0.0410898492636;0.579203560748;0.017327769671;43.5419145468;9.0
10;1.1;8.68112157671;0.0402702963089;1.38601711688;0.0266180755013;41.2500425657;4.0
11;1.2;8.20721885035;0.0;2.90201904128;-9999;43.672649423;1.0
12;-9999;-9999;-9999;-9999;-9999;-9999;-9999
13;-9999;-9999;-9999;-9999;-9999;-9999;-9999
14;-9999;-9999;-9999;-9999;-9999;-9999;-9999
15;-9999;-9999;-9999;-9999;-9999;-9999;-9999
16;-9999;-9999;-9999;-9999;-9999;-9999;-9999
17;-9999;-9999;-9999;-9999;-9999;-9999;-9999
18;-9999;-9999;-9999;-9999;-9999;-9999;-9999
19;-9999;-9999;-9999;-9999;-9999;-9999;-9999
20;-9999;-9999;-9999;-9999;-9999;-9999;-9999
21;-9999;-9999;-9999;-9999;-9999;-9999;-9999
22;-9999;-9999;-9999;-9999;-9999;-9999;-9999
23;-9999;-9999;-9999;-9999;-9999;-9999;-9999
24;-9999;-9999;-9999;-9999;-9999;-9999;-9999
25;-9999;-9999;-9999;-9999;-9999;-9999;-9999
26;-9999;-9999;-9999;-9999;-9999;-9999;-9999
27;-9999;-9999;-9999;-9999;-9999;-9999;-9999
28;-9999;-9999;-9999;-9999;-9999;-9999;-9999
